"Variety","Regimem","Day","Night","Fertilizer","Flowers"
"2","2",16,16,"3",7
"2","2",16,16,"3",12
"2","2",16,16,"3",8
"2","2",16,16,"3",7
"2","2",16,16,"3",10
"2","2",16,16,"3",7
"2","6",14,26,"4",8
"2","6",14,26,"4",6
"2","6",14,26,"4",6
"2","6",14,26,"4",7
"2","6",14,26,"4",10
"2","6",14,26,"4",6
"2","6",14,26,"4",6
"2","6",14,26,"4",7
"2","6",14,26,"4",5
"2","6",14,26,"4",6
"1","6",14,26,"3",6
"1","6",14,26,"3",8
"1","6",14,26,"3",6
"1","6",14,26,"3",10
"1","6",14,26,"3",15
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"2",7
"1","6",14,26,"2",8
"1","6",14,26,"2",8
"1","6",14,26,"2",6
"1","6",14,26,"2",6
"1","6",14,26,"2",10
"1","6",14,26,"2",5
"1","6",14,26,"2",5
"1","6",14,26,"2",6
"1","6",14,26,"2",7
"1","6",14,26,"4",6
"1","6",14,26,"4",8
"1","6",14,26,"4",8
"1","6",14,26,"4",6
"1","6",14,26,"4",8
"1","6",14,26,"4",7
"1","6",14,26,"4",4
"1","6",14,26,"4",5
"1","6",14,26,"4",6
"1","6",14,26,"4",10
"2","6",14,26,"3",8
"2","6",14,26,"3",5
"2","6",14,26,"3",10
"2","6",14,26,"3",5
"2","6",14,26,"3",8
"2","6",14,26,"3",5
"2","6",14,26,"3",9
"2","6",14,26,"3",5
"2","6",14,26,"3",6
"2","6",14,26,"3",7
"2","6",14,26,"2",5
"2","6",14,26,"2",11
"2","6",14,26,"2",5
"2","6",14,26,"2",8
"2","6",14,26,"2",10
"2","6",14,26,"2",9
"2","6",14,26,"2",7
"2","6",14,26,"2",8
"2","6",14,26,"2",8
"2","6",14,26,"2",6
"1","6",14,26,"1",7
"1","6",14,26,"1",7
"1","6",14,26,"1",7
"1","6",14,26,"1",9
"1","6",14,26,"1",7
"1","6",14,26,"1",8
"1","6",14,26,"1",8
"1","6",14,26,"1",5
"1","6",14,26,"1",7
"1","6",14,26,"1",8
"2","6",14,26,"1",11
"2","6",14,26,"1",9
"2","6",14,26,"1",7
"2","6",14,26,"1",9
"2","6",14,26,"1",6
"2","6",14,26,"1",7
"2","6",14,26,"1",10
"2","6",14,26,"1",10
"2","6",14,26,"1",7
"2","6",14,26,"1",5
"4","6",14,26,"1",5
"4","6",14,26,"1",5
"4","6",14,26,"1",9
"4","6",14,26,"1",9
"4","6",14,26,"1",8
"4","6",14,26,"1",8
"4","6",14,26,"1",8
"4","6",14,26,"1",6
"4","6",14,26,"1",7
"4","6",14,26,"1",10
"3","6",14,26,"1",9
"3","6",14,26,"1",9
"3","6",14,26,"1",8
"3","6",14,26,"1",8
"3","6",14,26,"1",8
"3","6",14,26,"1",8
"3","6",14,26,"1",9
"3","6",14,26,"1",7
"3","6",14,26,"1",4
"3","6",14,26,"1",12
"4","6",14,26,"3",5
"4","6",14,26,"3",5
"4","6",14,26,"3",8
"4","6",14,26,"3",7
"4","6",14,26,"3",5
"4","6",14,26,"3",8
"4","6",14,26,"3",7
"4","6",14,26,"3",7
"4","6",14,26,"3",4
"4","6",14,26,"3",7
"3","6",14,26,"4",9
"3","6",14,26,"4",7
"3","6",14,26,"4",8
"3","6",14,26,"4",6
"3","6",14,26,"4",9
"3","6",14,26,"4",12
"3","6",14,26,"4",10
"3","6",14,26,"4",6
"3","6",14,26,"4",10
"3","6",14,26,"4",7
"3","6",14,26,"3",5
"3","6",14,26,"3",10
"3","6",14,26,"3",9
"3","6",14,26,"3",7
"3","6",14,26,"3",8
"3","6",14,26,"3",7
"3","6",14,26,"3",8
"3","6",14,26,"3",11
"3","6",14,26,"3",8
"3","6",14,26,"3",6
"4","6",14,26,"2",8
"4","6",14,26,"2",7
"4","6",14,26,"2",9
"4","6",14,26,"2",6
"4","6",14,26,"2",8
"4","6",14,26,"2",6
"4","6",14,26,"2",6
"4","6",14,26,"2",8
"4","6",14,26,"2",8
"4","6",14,26,"2",8
"4","6",14,26,"4",5
"4","6",14,26,"4",10
"4","6",14,26,"4",9
"4","6",14,26,"4",6
"4","6",14,26,"4",9
"4","6",14,26,"4",6
"4","6",14,26,"4",8
"4","6",14,26,"4",6
"4","6",14,26,"4",4
"4","6",14,26,"4",9
"3","6",14,26,"2",5
"3","6",14,26,"2",12
"3","6",14,26,"2",9
"3","6",14,26,"2",8
"3","6",14,26,"2",5
"3","6",14,26,"2",9
"3","6",14,26,"2",14
"3","6",14,26,"2",5
"3","6",14,26,"2",5
"3","6",14,26,"2",14
"2","6",14,26,"1",9
"2","6",14,26,"1",8
"2","6",14,26,"1",9
"2","6",14,26,"1",8
"2","6",14,26,"1",10
"2","6",14,26,"1",7
"2","6",14,26,"1",8
"2","6",14,26,"1",6
"2","6",14,26,"1",4
"2","6",14,26,"1",5
"1","6",14,26,"1",6
"1","6",14,26,"1",7
"1","6",14,26,"1",9
"1","6",14,26,"1",8
"1","6",14,26,"1",9
"1","6",14,26,"1",7
"1","6",14,26,"1",11
"1","6",14,26,"1",8
"1","6",14,26,"1",8
"1","6",14,26,"1",7
"3","6",14,26,"3",11
"3","6",14,26,"3",8
"3","6",14,26,"3",8
"3","6",14,26,"3",7
"3","6",14,26,"3",10
"3","6",14,26,"3",9
"3","6",14,26,"3",7
"3","6",14,26,"3",7
"3","6",14,26,"3",12
"3","6",14,26,"3",7
"3","6",14,26,"2",6
"3","6",14,26,"2",11
"3","6",14,26,"2",6
"3","6",14,26,"2",7
"3","6",14,26,"2",10
"3","6",14,26,"2",9
"3","6",14,26,"2",8
"3","6",14,26,"2",7
"3","6",14,26,"2",6
"3","6",14,26,"2",8
"4","6",14,26,"3",4
"4","6",14,26,"3",9
"4","6",14,26,"3",9
"4","6",14,26,"3",6
"4","6",14,26,"3",11
"4","6",14,26,"3",8
"4","6",14,26,"3",10
"4","6",14,26,"3",8
"4","6",14,26,"3",5
"4","6",14,26,"3",9
"4","6",14,26,"2",6
"4","6",14,26,"2",5
"4","6",14,26,"2",10
"4","6",14,26,"2",5
"4","6",14,26,"2",7
"4","6",14,26,"2",6
"4","6",14,26,"2",9
"4","6",14,26,"2",7
"4","6",14,26,"2",9
"4","6",14,26,"2",7
"3","6",14,26,"4",5
"3","6",14,26,"4",9
"3","6",14,26,"4",11
"3","6",14,26,"4",10
"3","6",14,26,"4",5
"3","6",14,26,"4",8
"3","6",14,26,"4",8
"3","6",14,26,"4",5
"3","6",14,26,"4",8
"3","6",14,26,"4",6
"4","6",14,26,"4",5
"4","6",14,26,"4",7
"4","6",14,26,"4",11
"4","6",14,26,"4",9
"4","6",14,26,"4",6
"4","6",14,26,"4",9
"4","6",14,26,"4",5
"4","6",14,26,"4",7
"4","6",14,26,"4",6
"4","6",14,26,"4",10
"3","6",14,26,"1",9
"3","6",14,26,"1",10
"3","6",14,26,"1",9
"3","6",14,26,"1",9
"3","6",14,26,"1",8
"3","6",14,26,"1",6
"3","6",14,26,"1",5
"3","6",14,26,"1",10
"3","6",14,26,"1",9
"3","6",14,26,"1",10
"4","6",14,26,"1",10
"4","6",14,26,"1",5
"4","6",14,26,"1",5
"4","6",14,26,"1",7
"4","6",14,26,"1",8
"4","6",14,26,"1",6
"4","6",14,26,"1",7
"4","6",14,26,"1",7
"4","6",14,26,"1",7
"4","6",14,26,"1",11
"2","6",14,26,"2",8
"2","6",14,26,"2",6
"2","6",14,26,"2",8
"2","6",14,26,"2",5
"2","6",14,26,"2",6
"2","6",14,26,"2",6
"2","6",14,26,"2",8
"2","6",14,26,"2",7
"2","6",14,26,"2",8
"2","6",14,26,"2",7
"1","6",14,26,"4",6
"1","6",14,26,"4",8
"1","6",14,26,"4",12
"1","6",14,26,"4",6
"1","6",14,26,"4",7
"1","6",14,26,"4",5
"1","6",14,26,"4",6
"1","6",14,26,"4",10
"1","6",14,26,"4",7
"1","6",14,26,"4",6
"2","6",14,26,"3",5
"2","6",14,26,"3",7
"2","6",14,26,"3",7
"2","6",14,26,"3",8
"2","6",14,26,"3",7
"2","6",14,26,"3",8
"2","6",14,26,"3",7
"2","6",14,26,"3",7
"2","6",14,26,"3",8
"2","6",14,26,"3",9
"2","6",14,26,"4",8
"2","6",14,26,"4",8
"2","6",14,26,"4",9
"2","6",14,26,"4",9
"2","6",14,26,"4",7
"2","6",14,26,"4",10
"2","6",14,26,"4",10
"2","6",14,26,"4",7
"2","6",14,26,"4",5
"2","6",14,26,"4",11
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",7
"1","6",14,26,"3",9
"1","6",14,26,"3",8
"1","6",14,26,"3",7
"1","6",14,26,"3",6
"1","6",14,26,"3",8
"1","6",14,26,"3",8
"1","6",14,26,"2",8
"1","6",14,26,"2",8
"1","6",14,26,"2",7
"1","6",14,26,"2",9
"1","6",14,26,"2",9
"1","6",14,26,"2",12
"1","6",14,26,"2",11
"1","6",14,26,"2",11
"1","6",14,26,"2",7
"1","6",14,26,"2",8
"1","3",18,18,"3",8
"1","3",18,18,"3",6
"1","3",18,18,"3",5
"1","3",18,18,"3",6
"1","3",18,18,"3",7
"1","3",18,18,"3",11
"1","3",18,18,"3",10
"1","3",18,18,"3",9
"1","3",18,18,"3",8
"1","3",18,18,"3",7
"1","3",18,18,"2",8
"1","3",18,18,"2",11
"1","3",18,18,"2",5
"1","3",18,18,"2",7
"1","3",18,18,"2",10
"1","3",18,18,"2",6
"1","3",18,18,"2",6
"1","3",18,18,"2",10
"1","3",18,18,"2",6
"1","3",18,18,"2",12
"2","3",18,18,"4",11
"2","3",18,18,"4",8
"2","3",18,18,"4",9
"2","3",18,18,"4",7
"2","3",18,18,"4",11
"2","3",18,18,"4",7
"2","3",18,18,"4",8
"2","3",18,18,"4",7
"2","3",18,18,"4",6
"2","3",18,18,"4",8
"1","3",18,18,"4",11
"1","3",18,18,"4",7
"1","3",18,18,"4",8
"1","3",18,18,"4",9
"1","3",18,18,"4",8
"1","3",18,18,"4",10
"1","3",18,18,"4",11
"1","3",18,18,"4",9
"1","3",18,18,"4",11
"1","3",18,18,"4",6
"2","3",18,18,"3",6
"2","3",18,18,"3",5
"2","3",18,18,"3",9
"2","3",18,18,"3",6
"2","3",18,18,"3",7
"2","3",18,18,"3",7
"2","3",18,18,"3",6
"2","3",18,18,"3",8
"2","3",18,18,"3",9
"2","3",18,18,"3",8
"2","3",18,18,"2",10
"2","3",18,18,"2",9
"2","3",18,18,"2",6
"2","3",18,18,"2",6
"2","3",18,18,"2",8
"2","3",18,18,"2",6
"2","3",18,18,"2",8
"2","3",18,18,"2",7
"2","3",18,18,"2",7
"2","3",18,18,"2",6
"3","3",18,18,"3",6
"3","3",18,18,"3",6
"3","3",18,18,"3",8
"3","3",18,18,"3",5
"3","3",18,18,"3",8
"3","3",18,18,"3",14
"3","3",18,18,"3",11
"3","3",18,18,"3",13
"3","3",18,18,"3",8
"3","3",18,18,"3",4
"4","3",18,18,"2",8
"4","3",18,18,"2",12
"4","3",18,18,"2",6
"4","3",18,18,"2",10
"4","3",18,18,"2",16
"4","3",18,18,"2",8
"4","3",18,18,"2",8
"4","3",18,18,"2",8
"4","3",18,18,"2",5
"4","3",18,18,"2",9
"4","3",18,18,"4",7
"4","3",18,18,"4",6
"4","3",18,18,"4",7
"4","3",18,18,"4",10
"4","3",18,18,"4",6
"4","3",18,18,"4",9
"4","3",18,18,"4",5
"4","3",18,18,"4",5
"4","3",18,18,"4",10
"4","3",18,18,"4",11
"3","3",18,18,"4",7
"3","3",18,18,"4",5
"3","3",18,18,"4",9
"3","3",18,18,"4",7
"3","3",18,18,"4",8
"3","3",18,18,"4",7
"3","3",18,18,"4",8
"3","3",18,18,"4",10
"3","3",18,18,"4",6
"3","3",18,18,"4",10
"3","3",18,18,"2",7
"3","3",18,18,"2",6
"3","3",18,18,"2",6
"3","3",18,18,"2",12
"3","3",18,18,"2",9
"3","3",18,18,"2",5
"3","3",18,18,"2",9
"3","3",18,18,"2",5
"3","3",18,18,"2",8
"3","3",18,18,"2",11
"4","3",18,18,"3",13
"4","3",18,18,"3",8
"4","3",18,18,"3",6
"4","3",18,18,"3",10
"4","3",18,18,"3",11
"4","3",18,18,"3",7
"4","3",18,18,"3",8
"4","3",18,18,"3",10
"4","3",18,18,"3",8
"4","3",18,18,"3",8
"1","3",18,18,"1",8
"1","3",18,18,"1",9
"1","3",18,18,"1",7
"1","3",18,18,"1",8
"1","3",18,18,"1",7
"1","3",18,18,"1",8
"1","3",18,18,"1",7
"1","3",18,18,"1",7
"1","3",18,18,"1",7
"1","3",18,18,"1",12
"2","3",18,18,"1",7
"2","3",18,18,"1",9
"2","3",18,18,"1",7
"2","3",18,18,"1",8
"2","3",18,18,"1",7
"2","3",18,18,"1",6
"2","3",18,18,"1",7
"2","3",18,18,"1",8
"2","3",18,18,"1",9
"2","3",18,18,"1",6
"4","3",18,18,"1",5
"4","3",18,18,"1",6
"4","3",18,18,"1",10
"4","3",18,18,"1",9
"4","3",18,18,"1",7
"4","3",18,18,"1",10
"4","3",18,18,"1",7
"4","3",18,18,"1",9
"4","3",18,18,"1",7
"4","3",18,18,"1",14
"3","3",18,18,"1",13
"3","3",18,18,"1",7
"3","3",18,18,"1",11
"3","3",18,18,"1",10
"3","3",18,18,"1",9
"3","3",18,18,"1",5
"3","3",18,18,"1",7
"3","3",18,18,"1",8
"3","3",18,18,"1",12
"3","3",18,18,"1",5
"2","3",18,18,"1",10
"2","3",18,18,"1",8
"2","3",18,18,"1",6
"2","3",18,18,"1",9
"2","3",18,18,"1",11
"2","3",18,18,"1",9
"2","3",18,18,"1",7
"2","3",18,18,"1",8
"2","3",18,18,"1",7
"2","3",18,18,"1",8
"1","3",18,18,"1",13
"1","3",18,18,"1",13
"1","3",18,18,"1",7
"1","3",18,18,"1",6
"1","3",18,18,"1",8
"1","3",18,18,"1",8
"1","3",18,18,"1",7
"1","3",18,18,"1",8
"1","3",18,18,"1",6
"1","3",18,18,"1",5
"1","3",18,18,"4",6
"1","3",18,18,"4",7
"1","3",18,18,"4",12
"1","3",18,18,"4",9
"1","3",18,18,"4",6
"1","3",18,18,"4",9
"1","3",18,18,"4",7
"1","3",18,18,"4",12
"1","3",18,18,"4",5
"1","3",18,18,"4",9
"2","3",18,18,"4",6
"2","3",18,18,"4",7
"2","3",18,18,"4",5
"2","3",18,18,"4",8
"2","3",18,18,"4",6
"2","3",18,18,"4",10
"2","3",18,18,"4",8
"2","3",18,18,"4",8
"2","3",18,18,"4",7
"2","3",18,18,"4",8
"2","3",18,18,"2",6
"2","3",18,18,"2",9
"2","3",18,18,"2",10
"2","3",18,18,"2",8
"2","3",18,18,"2",8
"2","3",18,18,"2",7
"2","3",18,18,"2",6
"2","3",18,18,"2",9
"2","3",18,18,"2",6
"2","3",18,18,"2",6
"1","3",18,18,"3",7
"1","3",18,18,"3",10
"1","3",18,18,"3",15
"1","3",18,18,"3",15
"1","3",18,18,"3",12
"1","3",18,18,"3",10
"1","3",18,18,"3",9
"1","3",18,18,"3",8
"1","3",18,18,"3",7
"1","3",18,18,"3",10
"1","3",18,18,"2",6
"1","3",18,18,"2",7
"1","3",18,18,"2",7
"1","3",18,18,"2",8
"1","3",18,18,"2",14
"1","3",18,18,"2",9
"1","3",18,18,"2",11
"1","3",18,18,"2",8
"1","3",18,18,"2",14
"1","3",18,18,"2",6
"2","3",18,18,"3",11
"2","3",18,18,"3",7
"2","3",18,18,"3",7
"2","3",18,18,"3",5
"2","3",18,18,"3",6
"2","3",18,18,"3",13
"2","3",18,18,"3",8
"2","3",18,18,"3",8
"2","3",18,18,"3",6
"2","3",18,18,"3",10
"4","3",18,18,"3",8
"4","3",18,18,"3",7
"4","3",18,18,"3",6
"4","3",18,18,"3",7
"4","3",18,18,"3",10
"4","3",18,18,"3",14
"4","3",18,18,"3",12
"4","3",18,18,"3",10
"4","3",18,18,"3",6
"4","3",18,18,"3",9
"3","3",18,18,"4",9
"3","3",18,18,"4",5
"3","3",18,18,"4",8
"3","3",18,18,"4",10
"3","3",18,18,"4",6
"3","3",18,18,"4",8
"3","3",18,18,"4",10
"3","3",18,18,"4",10
"3","3",18,18,"4",6
"3","3",18,18,"4",7
"4","3",18,18,"2",8
"4","3",18,18,"2",6
"4","3",18,18,"2",12
"4","3",18,18,"2",8
"4","3",18,18,"2",7
"4","3",18,18,"2",5
"4","3",18,18,"2",9
"4","3",18,18,"2",10
"4","3",18,18,"2",10
"4","3",18,18,"2",14
"3","3",18,18,"2",8
"3","3",18,18,"2",13
"3","3",18,18,"2",6
"3","3",18,18,"2",5
"3","3",18,18,"2",8
"3","3",18,18,"2",7
"3","3",18,18,"2",7
"3","3",18,18,"2",11
"3","3",18,18,"2",7
"3","3",18,18,"2",8
"3","3",18,18,"3",6
"3","3",18,18,"3",6
"3","3",18,18,"3",6
"3","3",18,18,"3",11
"3","3",18,18,"3",7
"3","3",18,18,"3",12
"3","3",18,18,"3",8
"3","3",18,18,"3",8
"3","3",18,18,"3",9
"3","3",18,18,"3",7
"4","3",18,18,"4",13
"4","3",18,18,"4",8
"4","3",18,18,"4",10
"4","3",18,18,"4",7
"4","3",18,18,"4",8
"4","3",18,18,"4",8
"4","3",18,18,"4",11
"4","3",18,18,"4",5
"4","3",18,18,"4",7
"4","3",18,18,"4",9
"3","3",18,18,"1",10
"3","3",18,18,"1",6
"3","3",18,18,"1",11
"3","3",18,18,"1",9
"3","3",18,18,"1",9
"3","3",18,18,"1",8
"3","3",18,18,"1",7
"3","3",18,18,"1",6
"3","3",18,18,"1",7
"3","3",18,18,"1",11
"4","3",18,18,"1",9
"4","3",18,18,"1",10
"4","3",18,18,"1",8
"4","3",18,18,"1",10
"4","3",18,18,"1",10
"4","3",18,18,"1",12
"4","3",18,18,"1",9
"4","3",18,18,"1",8
"4","3",18,18,"1",11
"4","3",18,18,"1",8
