hiv,factor,year,age,py,deaths
2,2,86,7,21.89,1
2,2,86,8,16.07,0
2,2,86,9,9.33,0
2,2,86,10,5.89,0
2,2,86,11,2.27,0
2,2,86,12,2.59,0
2,2,86,13,3,0
2,2,87,2,10.72,0
2,2,87,3,23.64,0
2,2,87,4,43.25,0
2,2,87,5,30.37,0
2,2,87,6,39.39,3
2,2,87,7,15.53,2
2,2,87,8,18.36,1
2,2,87,9,9.51,1
2,2,87,10,7.41,3
2,2,87,11,2.91,1
2,2,87,12,6.72,0
2,2,87,13,2.27,0
2,2,87,14,1,0
2,2,88,2,11.84,0
2,2,88,3,25.76,0
2,2,88,4,29.62,1
2,2,88,5,38.77,0
2,2,88,6,31.84,0
2,2,88,7,17.26,0
2,2,88,8,12.82,1
2,2,88,9,11.99,0
2,2,88,10,9.24,0
2,2,88,11,3.79,0
2,2,88,12,4.48,1
2,2,88,13,2.64,0
2,2,88,14,0.79,1
2,2,89,2,4.89,0
2,2,89,3,16.68,0
2,2,89,4,12.94,2
2,2,89,5,25.57,0
2,2,89,6,21.58,3
2,2,89,7,9.6,0
2,2,89,8,16.01,1
2,2,89,9,9.74,0
2,2,89,10,4.63,0
2,2,89,11,4.37,0
2,2,89,12,4.41,1
2,2,89,13,1.82,1
2,2,89,14,1,0
2,2,90,2,3.86,0
2,2,90,3,14.79,0
2,2,90,4,20.64,1
2,2,90,5,24.35,0
2,2,90,6,16.16,0
2,2,90,7,16.72,0
2,2,90,8,15.86,1
2,2,90,9,9.38,0
2,2,90,10,4.47,0
2,2,90,11,5.58,1
2,2,90,12,0.73,0
2,2,90,13,2.22,1
2,2,90,14,1,0
2,2,91,2,1.74,0
2,2,91,3,11.63,0
2,2,91,4,17.07,0
2,2,91,5,25.78,2
2,2,91,6,12.85,0
2,2,91,7,17.45,1
2,2,91,8,13.77,0
2,2,91,9,12.53,1
2,2,91,10,6.28,0
2,2,91,11,4.97,0
2,2,91,12,1.05,1
2,2,91,13,1,1
2,2,91,14,1,0
2,2,92,2,1,0
2,2,92,3,5.16,0
2,2,92,4,15.56,1
2,2,92,5,20.85,1
2,2,92,6,14.94,0
2,2,92,7,14.85,2
2,2,92,8,5.3,0
2,2,92,9,8.93,0
2,2,92,10,1.65,0
2,2,92,11,2.07,0
2,2,92,12,1.74,0
2,2,92,13,2,0
2,2,92,14,3.01,0
2,2,93,2,0.48,1
2,2,93,3,8.19,1
2,2,93,4,11.24,2
2,2,93,5,12.9,1
2,2,93,6,14.99,1
2,2,93,7,12.46,0
2,2,93,8,9.34,0
2,2,93,9,4.72,0
2,2,93,10,6.09,1
2,2,93,11,2,0
2,2,93,12,0.26,1
2,2,93,13,1,0
2,2,93,14,1,0
2,2,94,3,3.54,0
2,2,94,4,4.79,0
2,2,94,5,14.72,0
2,2,94,6,14.6,2
2,2,94,7,12.4,2
2,2,94,8,8.36,1
2,2,94,9,3,0
2,2,94,10,5.51,2
2,2,94,11,0.74,2
2,2,94,12,1,0
2,2,94,13,1,0
2,2,94,14,0.43,1
2,2,95,3,0.31,0
2,2,95,4,3.01,0
2,2,95,5,5.44,1
2,2,95,6,6.35,0
2,2,95,7,11.57,0
2,2,95,8,7.94,0
2,2,95,9,2.78,0
2,2,95,10,4.95,1
2,2,95,11,1.74,0
2,2,95,13,0.53,0
2,2,95,14,0.4,0
2,3,79,6,1.08,0
2,3,80,1,0.11,0
2,3,80,3,0.05,0
2,3,80,4,0.61,0
2,3,80,5,0.29,0
2,3,80,6,1.74,0
2,3,80,9,0.09,0
2,3,81,1,1.52,0
2,3,81,2,1.19,0
2,3,81,3,0.07,0
2,3,81,4,2.21,0
2,3,81,5,2.54,0
2,3,81,6,2.06,0
2,3,81,7,1.71,0
2,3,81,9,1,0
2,3,81,10,0.59,0
2,3,82,1,6.05,0
2,3,82,2,9.06,0
2,3,82,3,13.2,0
2,3,82,4,14.53,0
2,3,82,5,10.75,0
2,3,82,6,9.86,0
2,3,82,7,10.64,0
2,3,82,8,3.74,0
2,3,82,9,3.32,0
2,3,82,10,2.51,0
2,3,82,11,1.56,0
2,3,82,12,0.17,0
2,3,83,1,11.33,0
2,3,83,2,17.76,0
2,3,83,3,23.68,0
2,3,83,4,16.66,0
2,3,83,5,18.24,0
2,3,83,6,24.34,0
2,3,83,7,16.82,0
2,3,83,8,10.49,0
2,3,83,9,4.1,0
2,3,83,10,3.7,0
2,3,83,11,2.06,0
2,3,83,12,1.41,0
2,3,84,1,10.75,0
2,3,84,2,20.14,0
2,3,84,3,26.66,0
2,3,84,4,16.11,0
2,3,84,5,28.14,0
2,3,84,6,29.26,0
2,3,84,7,19.13,0
2,3,84,8,13.41,0
2,3,84,9,5.05,0
2,3,84,10,2.51,0
2,3,84,11,3.01,0
2,3,84,12,1.86,1
2,3,84,13,2.45,0
2,3,85,1,7.27,0
2,3,85,2,12.47,0
2,3,85,3,16.73,0
2,3,85,4,11.94,0
2,3,85,5,21.63,1
2,3,85,6,19.52,0
2,3,85,7,16.79,0
2,3,85,8,11.26,0
2,3,85,9,5.79,0
2,3,85,10,6,0
2,3,85,11,1,0
2,3,85,12,2.71,0
2,3,85,13,2,0
2,3,86,1,3.3,0
2,3,86,2,23.26,0
2,3,86,3,22.85,0
2,3,86,4,25.94,2
2,3,86,5,35.53,0
2,3,86,6,28.25,0
2,3,86,7,22.52,0
2,3,86,8,20.39,1
2,3,86,9,9.85,0
2,3,86,10,5.99,0
2,3,86,11,2.99,0
2,3,86,12,3.01,0
2,3,86,13,3,0
2,3,86,14,2,0
2,3,87,1,2.81,0
2,3,87,2,28.95,0
2,3,87,3,18.53,0
2,3,87,4,24.06,0
2,3,87,5,33.29,0
2,3,87,6,30.76,0
2,3,87,7,32.11,0
2,3,87,8,20.08,1
2,3,87,9,21.37,0
2,3,87,10,4.91,0
2,3,87,11,2.35,0
2,3,87,12,7.01,0
2,3,87,13,2.54,2
2,3,87,14,3,0
2,3,88,1,3.01,0
2,3,88,2,19.21,0
2,3,88,3,17.89,0
2,3,88,4,31.5,0
2,3,88,5,24.16,0
2,3,88,6,35.23,1
2,3,88,7,27.4,1
2,3,88,8,26.3,1
2,3,88,9,18,1
2,3,88,10,5.53,0
2,3,88,11,6.58,0
2,3,88,12,6.03,0
2,3,88,13,2.41,0
2,3,88,14,2.12,1
2,3,89,1,0.09,0
2,3,89,2,9,0
2,3,89,3,9.87,0
2,3,89,4,17.59,1
2,3,89,5,18.99,1
2,3,89,6,17.66,0
2,3,89,7,17.75,3
2,3,89,8,12.95,1
2,3,89,9,11.9,1
2,3,89,10,4.14,2
2,3,89,11,5.19,0
2,3,89,12,3.19,1
2,3,89,13,1.61,1
2,3,89,14,1.19,1
2,3,90,1,0.67,0
2,3,90,2,4.78,0
2,3,90,3,14.91,1
2,3,90,4,22.36,2
2,3,90,5,22.59,2
2,3,90,6,29.03,1
2,3,90,7,24.82,1
2,3,90,8,22.17,3
2,3,90,9,12.88,3
2,3,90,10,6,0
2,3,90,11,6,0
2,3,90,12,6.41,1
2,3,90,13,2.57,0
2,3,90,14,2.5,0
2,3,91,2,7.47,0
2,3,91,3,14.64,0
2,3,91,4,14.83,0
2,3,91,5,18.57,1
2,3,91,6,21.28,1
2,3,91,7,16.14,2
2,3,91,8,17.86,0
2,3,91,9,13.93,1
2,3,91,10,3.33,0
2,3,91,11,3.26,1
2,3,91,12,4.09,1
2,3,91,13,3.11,1
2,3,91,14,3,0
2,3,92,2,2.31,0
2,3,92,3,12.99,1
2,3,92,4,17.42,2
2,3,92,5,19.81,1
2,3,92,6,23.04,0
2,3,92,7,19.38,1
2,3,92,8,22.22,1
2,3,92,9,12.01,0
2,3,92,10,8.73,0
2,3,92,11,4,1
2,3,92,13,1.22,0
2,3,92,14,0.78,0
2,3,93,2,0.88,0
2,3,93,3,8.24,0
2,3,93,4,8.61,1
2,3,93,5,15.09,3
2,3,93,6,17.87,1
2,3,93,7,16.98,1
2,3,93,8,20.1,1
2,3,93,9,10.52,2
2,3,93,10,9.73,1
2,3,93,11,5.41,2
2,3,93,12,2.49,0
2,3,93,13,1.5,0
2,3,93,14,2,0
2,3,94,2,1,0
2,3,94,3,6.45,2
2,3,94,4,5.41,0
2,3,94,5,13.27,1
2,3,94,6,12.31,1
2,3,94,7,13.58,0
2,3,94,8,13.06,1
2,3,94,9,12.97,1
2,3,94,10,4.72,0
2,3,94,11,2.22,0
2,3,94,12,1.69,0
2,3,94,13,1.86,0
2,3,94,14,2.79,0
2,3,95,3,1,0
2,3,95,4,4.32,1
2,3,95,5,5.03,1
2,3,95,6,2.7,0
2,3,95,7,4.53,1
2,3,95,8,2.09,1
2,3,95,9,3.55,0
2,3,95,10,3.24,3
2,4,78,2,0.84,0
2,4,78,4,0.01,0
2,4,78,5,0.69,0
2,4,78,7,0.1,0
2,4,78,10,0.72,0
2,4,79,2,0.83,0
2,4,79,3,3.47,0
2,4,79,4,4.68,0
2,4,79,5,2.33,0
2,4,79,6,1.67,0
2,4,79,7,1.94,0
2,4,79,8,0.23,0
2,4,79,9,0.08,0
2,4,79,10,1,0
2,4,80,2,0.91,0
2,4,80,3,6.53,0
2,4,80,4,7.89,0
2,4,80,5,6.92,0
2,4,80,6,1.9,0
2,4,80,7,5.05,0
2,4,80,8,2.09,0
2,4,80,9,1,0
2,4,80,10,1,0
2,4,80,11,0.25,0
2,4,81,1,0.39,0
2,4,81,2,1.28,0
2,4,81,3,12.92,0
2,4,81,4,16.94,0
2,4,81,5,14.52,0
2,4,81,6,6.48,0
2,4,81,7,7.85,0
2,4,81,8,5.71,0
2,4,81,9,1.72,0
2,4,81,10,1.01,0
2,4,81,11,1.47,0
2,4,81,12,1.13,0
2,4,82,1,11.31,0
2,4,82,2,26.24,0
2,4,82,3,51.77,0
2,4,82,4,60.83,0
2,4,82,5,55.24,0
2,4,82,6,49.48,0
2,4,82,7,37.3,0
2,4,82,8,25.23,0
2,4,82,9,10.91,0
2,4,82,10,4.81,0
2,4,82,11,8.39,0
2,4,82,12,6.41,0
2,4,82,13,2.12,0
2,4,82,14,1.76,0
2,4,83,1,18.09,0
2,4,83,2,40.09,0
2,4,83,3,63.8,0
2,4,83,4,83.69,0
2,4,83,5,86.57,0
2,4,83,6,66.5,0
2,4,83,7,58.73,0
2,4,83,8,42.03,0
2,4,83,9,19.67,0
2,4,83,10,8.3,0
2,4,83,11,12.15,0
2,4,83,12,8.27,0
2,4,83,13,3.77,0
2,4,83,14,4.95,0
2,4,84,1,12.15,0
2,4,84,2,40.88,0
2,4,84,3,62.22,0
2,4,84,4,86.6,0
2,4,84,5,89.28,0
2,4,84,6,74.02,0
2,4,84,7,67.41,0
2,4,84,8,50.19,0
2,4,84,9,20.23,1
2,4,84,10,9.77,0
2,4,84,11,9.27,0
2,4,84,12,12.42,0
2,4,84,13,4.79,0
2,4,84,14,6.52,0
2,4,85,1,11.22,0
2,4,85,2,39.21,0
2,4,85,3,52.52,0
2,4,85,4,74.24,0
2,4,85,5,91.46,0
2,4,85,6,80.2,0
2,4,85,7,65.95,1
2,4,85,8,57.62,0
2,4,85,9,17.4,1
2,4,85,10,10.36,0
2,4,85,11,9.53,0
2,4,85,12,15.02,0
2,4,85,13,4.7,0
2,4,85,14,7,0
2,4,86,1,7.05,0
2,4,86,2,27.82,1
2,4,86,3,28.75,0
2,4,86,4,45.1,0
2,4,86,5,74.33,0
2,4,86,6,57.84,0
2,4,86,7,49.61,0
2,4,86,8,43.91,2
2,4,86,9,18.93,0
2,4,86,10,4.42,1
2,4,86,11,2.24,0
2,4,86,12,9.91,0
2,4,86,13,3.81,0
2,4,86,14,4,0
2,4,87,1,2.91,0
2,4,87,2,8.62,0
2,4,87,3,16.89,0
2,4,87,4,24.5,1
2,4,87,5,39.36,0
2,4,87,6,41.15,2
2,4,87,7,37.36,0
2,4,87,8,17.94,0
2,4,87,9,8.66,2
2,4,87,10,7.14,0
2,4,87,11,1.55,0
2,4,87,12,3.69,1
2,4,87,13,1.65,1
2,4,87,14,1,0
2,4,88,1,1,0
2,4,88,2,7.79,0
2,4,88,3,14.77,0
2,4,88,4,30.61,0
2,4,88,5,45.81,2
2,4,88,6,57.07,0
2,4,88,7,37.21,0
2,4,88,8,22.71,1
2,4,88,9,13.78,0
2,4,88,10,5.18,1
2,4,88,11,1,0
2,4,88,12,2.31,0
2,4,88,13,2,0
2,4,88,14,1.42,0
2,4,89,1,1.27,0
2,4,89,2,15.27,0
2,4,89,3,44.5,3
2,4,89,4,75.91,0
2,4,89,5,99.59,2
2,4,89,6,96.96,3
2,4,89,7,71.87,2
2,4,89,8,44.3,1
2,4,89,9,33.21,0
2,4,89,10,15.33,0
2,4,89,11,6.92,0
2,4,89,12,7.12,0
2,4,89,13,6.93,1
2,4,89,14,2.67,0
2,4,90,2,10.08,0
2,4,90,3,24.48,0
2,4,90,4,36.96,1
2,4,90,5,65.84,6
2,4,90,6,64.34,0
2,4,90,7,44.82,3
2,4,90,8,40.16,2
2,4,90,9,25.94,2
2,4,90,10,10.96,0
2,4,90,11,4.01,1
2,4,90,12,2.42,0
2,4,90,14,0.79,2
2,4,91,2,4.09,0
2,4,91,3,18.38,0
2,4,91,4,29.91,0
2,4,91,5,48.62,3
2,4,91,6,57.96,0
2,4,91,7,30.38,1
2,4,91,8,37.44,0
2,4,91,9,21.96,0
2,4,91,10,15.78,2
2,4,91,11,5.35,1
2,4,91,12,1.31,1
2,4,92,2,3.43,0
2,4,92,3,20.23,0
2,4,92,4,20.73,2
2,4,92,5,30.51,4
2,4,92,6,48.15,1
2,4,92,7,44.71,1
2,4,92,8,37.35,3
2,4,92,9,20.56,3
2,4,92,10,12.99,1
2,4,92,11,3.06,0
2,4,92,12,2.34,1
2,4,92,14,0.65,2
2,4,93,2,1.53,0
2,4,93,3,8.45,0
2,4,93,4,17.39,1
2,4,93,5,24.97,1
2,4,93,6,33.11,1
2,4,93,7,35.36,2
2,4,93,8,23.78,0
2,4,93,9,19.37,4
2,4,93,10,8.35,0
2,4,93,11,0.78,1
2,4,93,12,1,0
2,4,93,14,2,0
2,4,94,3,3.36,0
2,4,94,4,9.63,0
2,4,94,5,15.31,1
2,4,94,6,25.33,0
2,4,94,7,26.99,2
2,4,94,8,16.44,0
2,4,94,9,6.03,1
2,4,94,10,6.77,0
2,4,94,11,0.18,0
2,4,94,12,1.99,2
2,4,94,14,0.47,0
2,4,95,2,0.43,0
2,4,95,3,1.57,0
2,4,95,4,6.82,0
2,4,95,5,9.59,1
2,4,95,6,15.35,1
2,4,95,7,9.53,1
2,4,95,8,9.6,2
2,4,95,9,3.98,2
2,4,95,10,4.08,0
2,4,95,11,1.45,1
2,4,95,12,1,0
2,4,95,14,0.78,0
2,5,80,2,0.55,0
2,5,80,3,0.05,0
2,5,80,6,0.94,0
2,5,81,1,0.85,0
2,5,81,3,1.06,0
2,5,81,4,0.48,0
2,5,81,6,1.1,0
2,5,81,7,0.08,0
2,5,81,8,0.27,0
2,5,81,11,0.56,0
2,5,82,1,2.6,0
2,5,82,2,2.27,0
2,5,82,3,5.3,0
2,5,82,4,4.3,0
2,5,82,5,2.35,0
2,5,82,6,5.82,0
2,5,82,7,1.62,0
2,5,82,8,1.59,0
2,5,82,11,0.68,0
2,5,82,12,0.32,0
2,5,83,1,3.45,0
2,5,83,2,7.27,0
2,5,83,3,9.92,0
2,5,83,4,7.78,0
2,5,83,5,11.77,0
2,5,83,6,8.04,0
2,5,83,7,4.21,0
2,5,83,8,5.34,0
2,5,83,9,1.03,0
2,5,83,10,1.52,0
2,5,83,12,2,0
2,5,83,13,1,0
2,5,84,1,3.57,0
2,5,84,2,9.7,0
2,5,84,3,19.23,0
2,5,84,4,15.8,0
2,5,84,5,22.35,0
2,5,84,6,16.03,0
2,5,84,7,14.86,0
2,5,84,8,8.91,0
2,5,84,9,5.13,0
2,5,84,10,4.61,0
2,5,84,11,1,0
2,5,84,12,2.5,0
2,5,84,13,1.51,0
2,5,84,14,0.18,0
2,5,85,1,3.17,0
2,5,85,2,9.45,0
2,5,85,3,21.5,1
2,5,85,4,22.42,0
2,5,85,5,23.3,0
2,5,85,6,14.02,0
2,5,85,7,18.81,1
2,5,85,8,9.55,0
2,5,85,9,5.22,1
2,5,85,10,5.05,0
2,5,85,11,3,0
2,5,85,12,2.06,0
2,5,85,13,2.5,0
2,5,85,14,1,0
2,5,86,1,2.68,0
2,5,86,2,13.24,0
2,5,86,3,16.41,0
2,5,86,4,23.92,1
2,5,86,5,30.05,0
2,5,86,6,19.72,2
2,5,86,7,23.62,1
2,5,86,8,14.27,0
2,5,86,9,8.94,0
2,5,86,10,7.28,0
2,5,86,11,4.15,1
2,5,86,12,6.39,1
2,5,86,13,2.55,0
2,5,86,14,2.21,1
2,5,87,1,1,0
2,5,87,2,9.87,0
2,5,87,3,22.13,0
2,5,87,4,30.32,1
2,5,87,5,31.78,0
2,5,87,6,25.99,1
2,5,87,7,30.52,0
2,5,87,8,18.01,0
2,5,87,9,12.77,0
2,5,87,10,5.96,1
2,5,87,11,3.35,0
2,5,87,12,4.09,1
2,5,87,13,4.64,1
2,5,87,14,2.25,0
2,5,88,1,0.63,0
2,5,88,2,6.46,0
2,5,88,3,17.84,0
2,5,88,4,32.49,1
2,5,88,5,28.03,0
2,5,88,6,33.53,1
2,5,88,7,37.99,2
2,5,88,8,16.13,1
2,5,88,9,17.05,2
2,5,88,10,6.76,0
2,5,88,11,2.78,0
2,5,88,12,3.01,0
2,5,88,13,5.73,1
2,5,88,14,1.75,1
2,5,89,2,2,0
2,5,89,3,7.21,0
2,5,89,4,11.36,0
2,5,89,5,9.27,0
2,5,89,6,14.54,0
2,5,89,7,18.12,0
2,5,89,8,10.77,0
2,5,89,9,7.28,0
2,5,89,10,2.05,0
2,5,89,13,1.51,1
2,5,89,14,1,0
2,5,90,2,3.9,0
2,5,90,3,11.2,0
2,5,90,4,13.07,0
2,5,90,5,18.8,0
2,5,90,6,20.96,2
2,5,90,7,15.68,0
2,5,90,8,12.87,2
2,5,90,9,15.08,2
2,5,90,10,5,0
2,5,90,11,1,0
2,5,90,12,1,0
2,5,90,13,1,0
2,5,90,14,1,0
2,5,91,2,0.78,0
2,5,91,3,6.3,0
2,5,91,4,11.38,0
2,5,91,5,16.58,0
2,5,91,6,24.81,1
2,5,91,7,18.1,3
2,5,91,8,12.79,0
2,5,91,9,15.22,0
2,5,91,10,3.76,0
2,5,91,11,1.21,0
2,5,91,12,0.25,0
2,5,91,13,1,0
2,5,91,14,1,0
2,5,92,3,6.57,1
2,5,92,4,10.52,1
2,5,92,5,12.89,0
2,5,92,6,17.34,2
2,5,92,7,9.63,1
2,5,92,8,12.28,3
2,5,92,9,10.25,1
2,5,92,10,4.28,1
2,5,92,11,1.55,1
2,5,92,12,2,0
2,5,92,13,1.68,0
2,5,92,14,0.33,0
2,5,93,2,0.63,0
2,5,93,3,5.18,0
2,5,93,4,8.87,0
2,5,93,5,16.37,0
2,5,93,6,14.75,1
2,5,93,7,12.26,1
2,5,93,8,10.74,2
2,5,93,9,2.58,1
2,5,93,10,6.92,0
2,5,93,11,1.22,0
2,5,93,12,1.62,1
2,5,93,14,1,0
2,5,94,3,2.46,0
2,5,94,4,7.7,1
2,5,94,5,10.48,2
2,5,94,6,8.53,0
2,5,94,7,10.53,0
2,5,94,8,6.61,0
2,5,94,9,2.47,1
2,5,94,10,7,1
2,5,95,3,1.47,1
2,5,95,4,5.05,0
2,5,95,5,3,0
2,5,95,6,4.4,1
2,5,95,7,8.1,0
2,5,95,8,1.36,0
2,5,95,9,1.79,0
2,5,95,10,3.25,0
